,StaffID,University,Department,State,Gender,Rank,Qualification,EmploymentType,Age,YearsOfExperience,BaseSalary,HousingAllowance,TransportAllowance,MedicalAllowance,ResearchGrant,TaxDeduction,PensionDeduction,NHFDeduction,GrossSalary,NetSalary,Publications,PerformanceScore,AbsenceDays,CoursesTaught,StudentsSupervised,PayrollCategory
12989,STF012990,Obafemi Awolowo University,Computer science,Anambra,Female,Professor,Ph.D,Full-time staff,56,40,901891.0,289270.0,102745.0,71921.0,234323.0,107123.0,88008.0,26222.0,1667362.8,1378797.0,14,7.1,4,5,15,Executive
12990,STF012991,Abubakar Tafawa Balewa University Bauchi,Geography,Adamawa,Female,Professor,M.Phil,Part-time staff,57,28,896106.0,203498.0,120416.5,78034.5,195089.0,73976.0,85526.0,26078.0,1508029.0,1322449.0,4,5.3,1,2,3,Executive
12991,STF012992,Ahmadu Bello University,Geography,Bauchi,Male,Graduate assistant,B.Sc,Part-time staff,27,3,212971.0,71016.2,19789.0,15803.0,33377.0,25724.0,21208.0,5367.0,326549.0,274250.0,3,9.5,1,1,2,Low
12992,STF012993,University of Nigeria Nsukka,Pharmacy,Zamfara,Female,Lecturer i,M.Sc,Full-time staff,39,11,476152.0,123257.0,44627.0,44044.0,43599.0,52274.0,43820.0,11834.5,731679.0,622820.0,8,6.9,4,1,22,High
12993,STF012994,University of Benin,Biology,Zamfara,Female,Professor,B.Tech,Full-time staff,55,29,1058047.0,273203.5,103647.0,65202.0,126624.0,120609.2,91577.2,28014.2,1701588.0,1429155.0,11,9.7,5,2,11,Executive
12994,STF012995,University of Ilorin,Library science,Kaduna,Female,Assistant lecturer,Ph.D,Full-time staff,27,0,224719.0,73979.0,28712.4,22287.0,24723.4,33237.0,20962.0,6187.0,398191.0,337805.0,3,6.4,4,0,1,Medium
12995,STF012996,Nnamdi Azikiwe University,Law,Oyo,Female,Lecturer i,Ph.D,Visiting staff,39,14,390038.0,89607.0,33759.0,22083.0,31088.0,32263.0,33673.0,11640.0,566575.0,488999.0,9,5.1,1,4,9,Medium
12996,STF012997,Ahmadu Bello University,Law,Adamawa,Female,Assistant lecturer,MBA,Full-time staff,28,5,1077237.0,64208.0,36246.0,14766.0,8927.0,49380.0,22057.0,7155.0,391918.0,339222.0,1,6.5,3,7,3,Medium
12997,STF012998,Obafemi Awolowo University,Mathematics,Benue,Female,Senior lecturer,Ph.D,Visiting staff,45,22,616133.0,131840.0,57638.0,44200.0,112177.0,62398.0,50537.0,16492.0,961988.0,832561.0,6,6.1,3,3,4,Executive
12998,STF012999,Ahmadu Bello University,Education,Abuja,Female,Lecturer i,MBA,Part-time staff,36,13,457021.0,92486.0,52967.0,41549.0,36158.0,63624.0,38793.0,11835.0,680181.0,565929.0,8,7.4,1,4,21,High
12999,STF013000,Bayero University Kano,Library science,Adamawa,Female,Senior lecturer,M.Sc,Full-time staff,37,16,646136.0,155317.0,56077.0,35961.0,117663.0,92879.0,58683.0,18536.0,1011154.0,841056.0,9,7.3,4,3,18,Executive
13000,STF013001,University of Ilorin,Physics,Niger,Female,Lecturer i,Ph.D,Full-time staff,40,12,381275.0,86776.0,36468.0,37923.0,21844.0,60753.5,36545.0,10058.0,564286.0,478545.0,4,9.6,2,2,23,Medium
13001,STF013002,Abubakar Tafawa Balewa University Bauchi,Biology,Plateau,Female,Professor,M.Sc,Full-time staff,56,31,1019697.0,221577.0,120416.5,51480.0,200852.0,85119.0,91577.2,28014.2,1667362.8,1435618.0,21,8.7,2,6,9,Executive
13002,STF013003,University of Lagos,Medicine,Oyo,Male,Assistant lecturer,M.Sc,Full-time staff,24,2,222179.0,84227.5,22254.0,11996.0,33950.0,35428.3,22448.1,6106.0,347585.0,287325.0,5,6.1,5,7,4,Low
13003,STF013004,University of Nigeria Nsukka,History,Kano,Female,Lecturer i,Ph.D,Full-time staff,31,7,433504.0,146408.0,45745.0,23297.0,18537.0,48800.0,41689.0,11905.0,667491.0,565097.0,11,8.0,11,3,6,High
13004,STF013005,Abubakar Tafawa Balewa University Bauchi,Pharmacy,Delta,Male,Lecturer ii,Ph.D,Adjunct staff,38,10,334858.0,67647.0,28421.0,33458.0,19881.0,27715.0,27995.0,9199.0,484265.0,419356.0,4,7.5,10,2,2,Medium
13005,STF013006,Nnamdi Azikiwe University,Pharmacy,Benue,Female,Senior lecturer,M.Sc,Full-time staff,40,12,493662.0,134234.0,70267.0,27029.0,296061.0,69654.0,43973.0,14743.0,1021253.0,892883.0,3,4.6,0,4,21,Executive
13006,STF013007,Bayero University Kano,Agriculture,Niger,Female,Senior lecturer,Ph.D,Full-time staff,40,16,606010.0,173389.0,60912.0,53755.0,174190.5,45293.0,49090.0,16310.0,951978.0,841285.0,8,5.4,1,3,15,Executive
13007,STF013008,Obafemi Awolowo University,Biology,Zamfara,Female,Professor,Ph.D,Adjunct staff,59,30,852353.0,226057.0,120416.5,57543.0,95830.0,77305.0,76045.0,24646.0,1356416.0,1178420.0,0,5.2,9,6,15,Executive
13008,STF013009,University of Ilorin,Agriculture,Plateau,Female,Lecturer ii,M.Sc,Full-time staff,39,10,318382.0,78458.0,47639.0,30229.0,41573.0,28293.0,29699.4,9080.7,516281.0,451347.0,4,3.9,5,4,2,Medium
13009,STF013010,University of Ilorin,Accounting,Adamawa,Female,Professor,Ph.D,Full-time staff,51,27,901045.0,222696.0,78025.0,58782.0,78300.0,80370.0,79575.0,26986.0,1338848.0,1151917.0,7,7.1,2,4,7,Executive
13010,STF013011,Federal University of Technology Minna,Physics,Katsina,Female,Assistant lecturer,Ph.D,Full-time staff,30,2,260301.0,89106.0,35174.0,22622.0,18368.0,19976.0,22448.1,6932.0,425571.0,374363.0,3,6.2,4,3,1,Medium
13011,STF013012,Obafemi Awolowo University,Geography,Rivers,Female,Lecturer i,M.Ed,Full-time staff,42,13,463649.0,128766.8,43017.0,46335.0,36427.0,49380.0,40120.0,11834.5,725059.0,633393.0,7,7.0,5,6,11,High
13012,STF013013,Federal University of Technology Minna,Economics,Anambra,Female,Lecturer ii,LL.B,Full-time staff,32,6,353218.0,90865.0,47122.0,34080.0,25498.6,31150.0,35163.0,10024.0,566114.0,489777.0,6,4.2,1,4,3,Medium
13013,STF013014,Nnamdi Azikiwe University,Accounting,Enugu,Female,Graduate assistant,M.Sc,Full-time staff,31,2,183230.0,43785.0,26321.0,10991.0,43487.0,23686.0,14910.0,5313.0,307814.0,263905.0,1,7.5,7,6,4,Low
13014,STF013015,Ahmadu Bello University,Engineering,Benue,Female,Assistant lecturer,Ph.D,Full-time staff,33,4,255130.0,84227.5,34153.0,15305.0,42105.0,22709.0,22358.0,6789.0,409468.0,357612.0,4,9.9,5,2,0,Medium
13015,STF013016,University of Ilorin,Chemistry,Imo,Male,Professor,M.Tech,Full-time staff,53,26,1077237.0,266395.0,114030.0,75635.0,220801.0,120609.2,91577.2,28014.2,1667362.8,1546955.0,16,8.5,9,3,4,Executive
13016,STF013017,Ahmadu Bello University,Education,Kwara,Female,Lecturer ii,Ph.D,Full-time staff,27,5,364206.0,95819.0,47723.0,32104.0,13463.0,44124.0,31369.0,9808.0,553315.0,468014.0,5,9.5,6,5,11,Medium
13017,STF013018,Ahmadu Bello University,Architecture,Bauchi,Female,Lecturer ii,M.Sc,Full-time staff,34,9,335913.0,88634.0,45695.0,31644.0,40655.0,41154.7,30987.0,8581.0,542541.0,475660.0,3,7.4,4,2,23,Medium
13018,STF013019,Ahmadu Bello University,Pharmacy,Kwara,Female,Professor,M.Ed,Full-time staff,60,36,1077237.0,311365.1,120416.5,78034.5,101654.0,120609.2,91577.2,28014.2,1667362.8,1681288.0,7,6.7,2,5,12,Executive
13019,STF013020,Abubakar Tafawa Balewa University Bauchi,Biology,Taraba,Female,Assistant lecturer,M.Sc,Full-time staff,33,4,279742.0,88450.0,29895.0,15880.0,31441.0,22267.0,26748.0,7429.0,390183.8,388964.0,6,6.4,8,7,1,Medium
13020,STF013021,Nnamdi Azikiwe University,Chemistry,Bauchi,Female,Professor,M.Ed,Full-time staff,51,26,1077237.0,243331.0,95687.0,78034.5,86109.0,111754.0,91577.2,28014.2,1590203.0,1340916.0,21,7.8,4,1,7,Executive
13021,STF013022,University of Nigeria Nsukka,Biology,Anambra,Male,Associate professor,M.Sc,Full-time staff,40,18,740916.0,151636.0,86663.0,68699.0,135741.0,83833.1,66897.0,19417.0,1183655.0,993817.0,9,9.3,5,2,8,Executive
13022,STF013023,University of Lagos,Accounting,Kano,Female,Lecturer i,M.Phil,Part-time staff,38,14,399865.0,103238.0,56347.0,35680.0,29296.0,48205.5,33867.0,10056.0,624426.0,528675.0,3,7.3,3,1,23,High
13023,STF013024,Obafemi Awolowo University,Medicine,Kaduna,Female,Lecturer ii,Ph.D,Contract staff,34,9,329482.0,104674.0,38167.4,24325.6,34301.0,30293.0,32104.0,8521.0,506175.6,457166.0,4,4.9,4,3,11,Medium
13024,STF013025,University of Lagos,Pharmacy,Enugu,Female,Senior lecturer,Ph.D,Full-time staff,40,17,540323.0,165294.0,76759.0,36653.0,254198.0,65499.0,48281.0,13737.0,1073227.0,945710.0,12,7.7,3,3,11,Executive
13025,STF013026,Nnamdi Azikiwe University,English,Niger,Female,Assistant lecturer,M.Tech,Full-time staff,32,6,239501.0,311365.1,25947.0,16056.0,26701.0,55136.8,22399.0,7119.0,360909.0,297456.0,6,4.5,2,3,0,Low
13026,STF013027,Nnamdi Azikiwe University,Nursing,Enugu,Female,Lecturer ii,B.Tech,Full-time staff,38,9,307559.0,105990.0,38804.0,19528.0,23594.0,40608.0,25574.0,8453.0,495475.0,420840.0,3,10.0,5,5,16,Medium
13027,STF013028,University of Lagos,Geography,Zamfara,Female,Senior lecturer,M.Sc,Full-time staff,42,17,603875.0,123222.0,82318.0,42777.0,174190.5,49380.0,55938.0,16159.0,1075813.0,925013.0,2,3.9,0,3,3,Executive
13028,STF013029,Ahmadu Bello University,Education,Imo,Female,Lecturer ii,Ph.D,Full-time staff,30,5,282575.0,82394.0,37878.7,14627.0,25084.0,38308.0,27821.0,7500.0,429684.0,356055.0,2,7.0,6,5,13,Medium
13029,STF013030,Bayero University Kano,Chemistry,Anambra,Female,Associate professor,M.Sc,Full-time staff,44,22,707126.0,178400.0,81194.0,59810.0,219258.0,69759.0,69352.0,20677.0,1245788.0,1086000.0,15,10.0,5,6,24,Executive
13030,STF013031,Federal University of Technology Minna,Physics,Oyo,Female,Senior lecturer,Ph.D,Visiting staff,41,18,496043.0,131839.0,72997.0,43456.0,111108.0,89320.2,49495.0,14620.0,855443.0,726596.0,5,7.0,3,6,17,High
13031,STF013032,Nnamdi Azikiwe University,Geography,Rivers,Female,Lecturer ii,B.Ed,Full-time staff,32,6,355779.0,74820.0,45283.0,25580.0,12676.0,42264.0,31979.0,10350.0,509488.9,429550.0,5,8.4,3,4,2,Medium
13032,STF013033,University of Benin,History,Katsina,Female,Associate professor,M.Sc,Full-time staff,46,18,787476.0,250983.0,78530.0,65208.0,113040.0,103456.0,78376.0,19847.0,1295237.0,1093558.0,14,8.5,4,1,21,Executive
13033,STF013034,University of Ilorin,Medicine,Plateau,Male,Associate professor,M.Tech,Part-time staff,42,18,661943.0,180990.0,98902.0,49860.0,201888.0,120609.2,59383.0,19741.0,1193583.0,1061136.0,13,9.0,0,6,19,Executive
13034,STF013035,Federal University of Technology Minna,Pharmacy,Delta,Female,Lecturer i,Ph.D,Full-time staff,32,9,464749.0,154417.0,52923.0,28714.0,30607.0,44912.0,38773.6,12455.0,655824.3,632460.0,4,3.7,6,1,20,High
13035,STF013036,University of Ilorin,Chemistry,Kaduna,Female,Lecturer i,MBA,Full-time staff,40,12,424602.0,130759.0,40922.0,28245.0,301.0,47404.0,36227.0,12293.0,624829.0,528905.0,8,6.1,4,7,6,High
13036,STF013037,Federal University of Technology Minna,Law,Plateau,Female,Senior lecturer,LL.B,Full-time staff,39,17,607365.0,162688.0,71028.0,33330.0,108914.0,54994.0,54541.0,16165.0,983325.0,857625.0,5,8.1,0,5,4,Executive
13037,STF013038,University of Lagos,English,Delta,Male,Assistant lecturer,B.Ed,Full-time staff,27,3,262783.0,75502.0,28459.0,23662.0,43186.0,23976.0,23270.0,7241.0,433592.0,379105.0,2,9.2,5,3,2,Medium
13038,STF013039,University of Ilorin,Library science,Kano,Female,Senior lecturer,M.Sc,Part-time staff,37,14,538218.0,169836.0,76719.0,44789.0,173568.9,64041.0,45005.0,14115.0,1028296.0,905135.0,8,9.5,2,4,10,Executive
13039,STF013040,University of Lagos,Library science,Kwara,Female,Lecturer i,Ph.D,Contract staff,42,14,444611.0,133475.0,59145.0,38732.0,43141.0,65986.0,38600.3,12966.0,719104.0,556317.5,1,6.9,0,3,24,High
13040,STF013041,University of Benin,Geography,Plateau,Female,Lecturer i,Ph.D,Full-time staff,35,9,413663.0,89901.0,55298.0,33605.0,8999.0,40526.0,38773.6,10648.0,655824.3,512415.0,2,9.4,2,3,3,High
13041,STF013042,Ahmadu Bello University,Statistics,Imo,Female,Lecturer i,Ph.D,Part-time staff,40,14,465765.0,116987.0,65818.0,29585.0,17716.0,57749.0,45112.0,13744.0,695871.0,579266.0,7,4.2,1,4,13,High
13042,STF013043,University of Lagos,Architecture,Enugu,Female,Lecturer i,M.Sc,Full-time staff,36,10,385192.0,110608.0,32602.0,32080.0,10630.0,33978.0,37528.0,10051.0,571112.0,489555.0,8,9.7,4,6,4,Medium
13043,STF013044,Bayero University Kano,Computer science,Anambra,Female,Lecturer ii,B.Sc,Part-time staff,29,7,323007.0,112462.0,46911.0,30717.0,28156.0,26029.0,30397.0,9522.0,541253.0,475305.0,2,7.1,4,5,7,Medium
13044,STF013045,University of Lagos,Economics,Kwara,Female,Graduate assistant,M.Sc,Part-time staff,32,3,203627.0,64006.0,27652.0,19138.0,17663.0,28111.0,17061.0,6027.0,332086.0,280887.0,0,8.7,3,2,2,Low
13045,STF013046,University of Nigeria Nsukka,Mathematics,Imo,Male,Assistant lecturer,M.Ed,Full-time staff,33,4,246687.0,81993.0,20170.0,24116.0,1732.0,17560.0,21552.0,6873.1,374698.0,328827.0,2,7.2,2,3,3,Medium
13046,STF013047,University of Lagos,Chemistry,Benue,Male,Lecturer ii,M.Sc,Full-time staff,35,9,333580.0,72009.0,49361.0,22758.0,25498.6,26172.0,30086.0,9080.7,496243.0,430465.0,5,3.6,4,12,5,Medium
13047,STF013048,University of Nigeria Nsukka,Economics,Zamfara,Male,Lecturer ii,M.Phil,Full-time staff,30,4,349244.0,83669.0,44405.0,23313.0,48491.0,26687.0,30822.0,9860.0,549122.0,481753.0,3,5.5,2,2,10,Medium
13048,STF013049,Abubakar Tafawa Balewa University Bauchi,Accounting,Anambra,Female,Lecturer i,LL.B,Contract staff,41,10,433613.0,92417.0,56177.0,30696.0,12344.0,39294.0,41453.0,11834.0,625247.0,532666.0,5,8.3,3,1,6,High
13049,STF013050,Ahmadu Bello University,Computer science,Delta,Female,Assistant lecturer,Ph.D,Full-time staff,33,5,233676.0,84227.5,32188.0,16687.0,29557.0,33127.0,21859.0,6400.0,369723.0,333932.2,4,4.6,1,4,4,Medium
13050,STF013051,University of Ilorin,Medicine,Zamfara,Female,Professor,Ph.D,Full-time staff,63,37,946412.0,259319.0,119826.0,59595.0,250931.0,120609.2,91577.2,26766.0,1667362.8,1425706.0,3,8.3,5,1,18,Executive
13051,STF013052,Nnamdi Azikiwe University,Engineering,Bauchi,Female,Lecturer i,B.Sc,Adjunct staff,39,12,430512.0,144952.0,60742.0,39236.0,48751.0,56136.0,36086.0,12622.0,724193.0,556710.1,2,7.3,2,2,24,High
13052,STF013053,University of Benin,Chemistry,Kano,Female,Professor,M.Sc,Full-time staff,56,33,884054.0,232237.0,84063.0,60313.0,146885.0,120245.0,73714.0,22769.0,1407552.0,1190824.0,12,7.1,0,5,18,Executive
13053,STF013054,University of Benin,Computer science,Rivers,Female,Lecturer ii,B.Sc,Full-time staff,37,9,310267.0,98951.0,34043.0,21067.0,48192.0,45341.0,28577.0,8042.0,512520.0,430560.0,4,4.4,4,2,19,Medium
13054,STF013055,Nnamdi Azikiwe University,Agriculture,Plateau,Female,Lecturer ii,MBA,Part-time staff,33,7,377766.0,78643.0,32450.0,25129.0,7677.0,49942.0,31641.0,10336.0,521665.0,429746.0,3,9.9,0,12,24,Medium
13055,STF013056,University of Ilorin,Physics,Lagos,Female,Lecturer i,B.Sc,Full-time staff,33,8,474723.0,311365.1,61764.0,41616.0,41503.0,60933.0,43240.0,13940.0,766550.0,648437.0,3,6.0,1,1,8,High
13056,STF013057,University of Ilorin,Chemistry,Kwara,Female,Assistant lecturer,Ph.D,Part-time staff,29,3,226090.0,52721.0,18253.0,18682.3,33377.0,38836.8,22510.0,5972.0,352525.0,292459.0,6,9.7,7,7,0,Low
13057,STF013058,University of Benin,Agriculture,Niger,Female,Associate professor,M.Sc,Visiting staff,56,28,800763.0,173114.0,86999.0,51059.0,178181.0,80581.0,78473.0,21420.0,1296834.0,1116360.0,5,7.3,0,4,7,Executive
13058,STF013059,Abubakar Tafawa Balewa University Bauchi,Economics,Oyo,Female,Assistant lecturer,Ph.D,Full-time staff,25,3,251087.0,59704.0,25457.0,14835.0,13838.0,37504.0,24372.0,6995.0,364921.0,296050.0,7,3.7,3,2,4,Low
13059,STF013060,Ahmadu Bello University,Engineering,Benue,Female,Senior lecturer,Ph.D,Contract staff,49,20,588972.0,201161.0,51676.0,57245.0,159340.0,61872.0,51068.5,15990.0,1094248.0,959517.0,6,8.1,2,2,20,Executive
13060,STF013061,Abubakar Tafawa Balewa University Bauchi,Library science,Kaduna,Female,Lecturer i,Ph.D,Full-time staff,34,8,407365.0,102784.0,48998.0,32354.3,20682.0,59862.0,34538.0,10277.0,610741.0,506064.0,10,9.7,1,4,10,High
13061,STF013062,Obafemi Awolowo University,Agriculture,Enugu,Female,Lecturer i,Ph.D,Full-time staff,35,8,452823.2,135818.0,51493.0,33536.0,42340.0,49380.0,37765.0,11834.5,701394.0,605070.0,5,5.3,1,5,8,High
13062,STF013063,Ahmadu Bello University,Accounting,Plateau,Male,Lecturer ii,M.Sc,Full-time staff,35,7,322120.0,88311.0,34911.0,23512.0,48086.0,33415.0,25880.0,8426.0,516940.0,449219.0,4,5.2,5,7,15,Medium
13063,STF013064,Bayero University Kano,Library science,Adamawa,Female,Assistant lecturer,Ph.D,Full-time staff,31,4,247452.0,57813.0,20726.0,13943.0,46358.0,26612.0,21806.0,6911.0,386292.0,330963.0,5,4.3,1,7,0,Medium
13064,STF013065,Federal University of Technology Minna,English,Imo,Female,Senior lecturer,Ph.D,Adjunct staff,39,14,502295.0,147044.0,48927.0,31232.0,256848.0,61737.0,40642.0,13689.0,986346.0,870278.0,7,6.8,8,3,3,Executive
13065,STF013066,University of Nigeria Nsukka,Statistics,Delta,Female,Lecturer i,B.Ed,Full-time staff,41,12,408727.0,91279.0,40827.0,37118.0,16088.0,38766.0,39484.0,10534.0,594039.0,505255.0,8,8.8,6,7,14,High
13066,STF013067,Nnamdi Azikiwe University,Physics,Imo,Female,Professor,M.Phil,Full-time staff,54,27,1077237.0,311365.1,94446.0,78034.5,86783.0,117187.0,91577.2,28014.2,1792380.0,1550355.0,14,8.9,3,5,16,Executive
13067,STF013068,Ahmadu Bello University,Agriculture,Bauchi,Female,Associate professor,M.Sc,Full-time staff,52,27,727811.0,232159.0,107986.0,48752.0,152331.0,120609.2,65299.0,19800.0,1269039.0,1088530.0,9,9.0,9,4,7,Executive
13068,STF013069,University of Lagos,Computer science,Plateau,Female,Graduate assistant,M.Sc,Full-time staff,32,3,198313.0,52939.0,28262.0,12384.0,2029.0,24241.0,18101.0,4996.0,317608.8,246589.0,3,3.8,1,6,4,Low
13069,STF013070,University of Nigeria Nsukka,Education,Imo,Female,Assistant lecturer,M.Sc,Full-time staff,30,4,240193.0,61285.0,27333.0,21827.0,1255.0,30812.0,21904.0,6873.1,351893.0,292419.0,5,8.5,0,3,2,Low
13070,STF013071,Federal University of Technology Minna,Computer science,Oyo,Female,Professor,M.Ed,Full-time staff,55,27,1077237.0,282830.0,120416.5,78034.5,51571.0,120609.2,91577.2,28014.2,1734687.0,1456582.0,22,5.4,1,7,21,Executive
13071,STF013072,University of Ilorin,Nursing,Katsina,Female,Senior lecturer,Ph.D,Full-time staff,42,15,526828.0,131803.0,77167.0,27092.0,58458.0,37345.0,49180.0,15451.0,821348.0,719372.0,7,7.7,1,2,21,High
13072,STF013073,Federal University of Technology Minna,Pharmacy,Abuja,Female,Lecturer i,Ph.D,Part-time staff,35,0,401622.0,99600.0,40141.0,29324.0,8510.0,36492.0,36294.0,10630.0,579197.0,495781.0,8,7.1,1,7,17,Medium
13073,STF013074,University of Nigeria Nsukka,Architecture,Rivers,Female,Lecturer i,Ph.D,Adjunct staff,36,7,456193.6,134246.0,39932.0,24541.0,47276.0,45284.0,35250.0,11977.0,684637.0,592126.0,1,4.4,6,4,19,High
13074,STF013075,University of Benin,English,Imo,Female,Professor,Ph.D,Full-time staff,63,40,1077237.0,311365.1,113237.0,78029.0,74138.0,120609.2,91577.2,28014.2,1724211.0,1456257.0,16,8.8,1,1,18,Executive
13075,STF013076,Nnamdi Azikiwe University,Education,Kano,Male,Associate professor,Ph.D,Contract staff,42,18,812892.0,240570.0,81930.0,55997.0,52667.0,66727.0,69761.0,24025.0,1264890.8,1083543.0,5,6.7,2,6,15,Executive
13076,STF013077,University of Ilorin,Chemistry,Enugu,Female,Associate professor,Ph.D,Full-time staff,44,20,768077.0,200959.0,85894.0,59583.0,147888.0,107288.0,74210.0,20868.0,1262401.0,1060035.0,18,4.3,5,5,12,Executive
13077,STF013078,Obafemi Awolowo University,Education,Anambra,Female,Associate professor,Ph.D,Part-time staff,56,28,702753.0,199865.0,81177.0,64296.0,231709.0,49380.0,69519.0,20374.0,1265145.7,1131511.0,11,8.7,0,2,9,Executive
13078,STF013079,University of Lagos,Law,Bauchi,Female,Lecturer ii,Ph.D,Part-time staff,26,4,372907.0,89653.0,33187.0,23668.0,4864.0,46230.0,35112.0,10047.0,524279.0,432890.0,5,6.2,1,2,12,Medium
13079,STF013080,Obafemi Awolowo University,Computer science,Plateau,Female,Lecturer i,Ph.D,Full-time staff,41,13,412151.0,104119.0,36727.0,35535.0,15250.0,40929.0,37904.0,10822.0,603782.0,514127.0,5,5.1,3,3,5,High
13080,STF013081,Ahmadu Bello University,Pharmacy,Oyo,Female,Lecturer i,M.Sc,Full-time staff,33,9,452823.2,88687.0,40939.0,34014.0,41971.0,49902.0,33298.0,12383.0,655824.3,524840.0,0,6.9,1,4,21,High
13081,STF013082,Obafemi Awolowo University,Engineering,Sokoto,Female,Lecturer i,M.Sc,Full-time staff,37,12,470933.0,142857.0,60923.0,33728.0,35760.0,58589.0,42567.0,12617.0,744201.0,630428.0,7,7.5,5,1,6,High
13082,STF013083,Federal University of Technology Minna,History,Lagos,Female,Lecturer ii,M.Phil,Full-time staff,33,6,365893.0,117162.0,39362.0,27463.0,37841.0,47928.0,30644.0,10005.0,509488.9,499144.0,4,7.4,1,4,6,Medium
13083,STF013084,Federal University of Technology Minna,Library science,Oyo,Female,Associate professor,Ph.D,Full-time staff,54,30,844919.0,209736.3,70579.0,78034.5,118333.0,120609.2,73522.0,22208.0,1370914.0,1152911.0,17,8.9,1,7,20,Executive
13084,STF013085,Ahmadu Bello University,Engineering,Adamawa,Female,Associate professor,B.Sc,Adjunct staff,41,19,733761.0,159599.0,94032.0,66755.0,223735.0,68556.0,68080.9,21287.0,1277882.0,1122710.0,14,4.3,3,5,4,Executive
13085,STF013086,University of Nigeria Nsukka,Statistics,Oyo,Female,Associate professor,Ph.D,Full-time staff,50,27,682022.0,187945.0,87618.0,62665.0,213565.0,88253.0,64144.0,17107.0,1233815.0,1064311.0,8,9.1,5,5,3,Executive
13086,STF013087,University of Benin,Pharmacy,Lagos,Female,Senior lecturer,Ph.D,Full-time staff,37,13,630889.0,181594.0,59532.0,42175.6,201583.0,47753.0,56553.0,17555.0,1132331.0,1010470.0,1,4.7,0,1,24,Executive
13087,STF013088,Bayero University Kano,Architecture,Imo,Female,Senior lecturer,Ph.D,Contract staff,46,20,582114.0,128488.0,72413.0,36595.0,173606.0,47082.0,47158.0,15648.8,993216.0,883370.0,12,8.8,0,2,20,Executive
13088,STF013089,Federal University of Technology Minna,English,Abuja,Female,Lecturer ii,Ph.D,Full-time staff,30,8,350910.0,72689.0,51863.0,21539.0,49215.0,24583.0,33436.0,9577.0,546216.0,478620.0,6,4.4,0,2,20,Medium
13089,STF013090,University of Lagos,Library science,Anambra,Female,Professor,Ph.D,Part-time staff,64,38,1077237.0,311365.1,120416.5,78034.5,261861.0,120609.2,91577.2,28014.2,1903579.1,1681551.0,7,6.3,206,1,11,Executive
13090,STF013091,Federal University of Technology Minna,History,Zamfara,Female,Senior lecturer,Ph.D,Part-time staff,39,14,563322.0,181017.0,54989.0,30667.0,68473.0,79988.0,49139.0,14574.0,1003598.9,754767.0,13,6.7,1,1,7,High
13091,STF013092,University of Ilorin,Biology,Enugu,Female,Associate professor,Ph.D,Full-time staff,54,30,754550.0,259904.0,65135.0,45789.0,175204.8,106196.0,66760.0,19598.0,1378147.0,1185593.0,1,7.9,9,4,4,Executive
13092,STF013093,Abubakar Tafawa Balewa University Bauchi,Pharmacy,Imo,Female,Lecturer ii,Ph.D,Contract staff,28,5,361479.0,87256.0,30628.0,26896.0,37676.0,30653.0,29670.6,10099.0,543935.0,468700.0,1,3.6,5,5,23,Medium
13093,STF013094,Federal University of Technology Minna,English,Abuja,Female,Lecturer i,M.Phil,Full-time staff,33,7,431956.0,116027.0,46475.0,30478.0,18226.0,42755.0,40845.0,12653.0,643162.0,546909.0,5,6.9,1,2,10,High
13094,STF013095,Abubakar Tafawa Balewa University Bauchi,History,Kwara,Female,Lecturer i,Ph.D,Full-time staff,36,13,423197.0,137449.0,56576.0,26454.0,41521.0,34738.0,35424.0,11139.0,685197.0,557963.9,2,6.9,0,2,12,High
13095,STF013096,University of Lagos,English,Taraba,Male,Lecturer i,B.Sc,Full-time staff,36,14,436080.0,97638.0,56705.0,32354.3,37657.0,79715.5,43179.0,11411.0,657128.0,541733.0,5,8.5,8,2,21,High
13096,STF013097,University of Nigeria Nsukka,History,Benue,Male,Senior lecturer,Ph.D,Part-time staff,38,15,539215.0,171373.0,64127.0,52183.0,265511.0,69875.0,52327.0,14466.0,1092409.0,955741.0,3,6.9,1,2,5,Executive
13097,STF013098,University of Lagos,Biology,Sokoto,Male,Professor,B.Sc,Full-time staff,61,37,929880.0,296640.0,120416.5,78034.5,118788.0,120609.2,76111.0,23369.0,1556358.0,1331456.0,7,6.3,6,2,21,Executive
13098,STF013099,University of Lagos,Computer science,Abuja,Female,Senior lecturer,M.Phil,Full-time staff,45,22,1077237.0,173123.0,53493.0,35282.0,174190.5,54625.0,50715.1,15573.0,1022097.0,894914.0,7,7.9,8,7,22,Executive
13099,STF013100,University of Nigeria Nsukka,Computer science,Kwara,Female,Lecturer i,M.Sc,Full-time staff,33,11,433121.0,130934.0,55865.0,28842.0,47140.0,35511.0,42282.0,11402.0,695902.0,606707.0,11,8.5,2,3,14,High
13100,STF013101,Ahmadu Bello University,Physics,Oyo,Male,Lecturer i,M.Sc,Full-time staff,36,11,450731.0,100217.0,49580.8,37263.0,18083.0,60236.0,44179.0,11328.0,655824.3,553971.0,9,8.3,0,1,11,High
13101,STF013102,University of Lagos,Computer science,Katsina,Female,Lecturer i,M.Sc,Full-time staff,36,11,416699.0,142627.0,47291.0,31486.0,4792.0,38380.0,35420.0,11059.0,642895.0,558036.0,5,7.0,4,2,24,High
